Nr okr.;TERYT;Powiat;L. obw.;Liczba wyborców;Otrzymane karty;Niewykorzystane karty;Wydane karty;Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia;Pakiety wyborcze;Koperty zwrotne;Koperty  bez oświadczenia;Niepodpisane oświadczenie;Koperty zwrotne bez koperty na kartę do głosowania;Niezaklejona koperta na kartę do głosowania;Koperty na kartę do głosowania wrzucone do urny;Karty wyjęte z urny;Karty wyjęte z kopert na karty do głosowania;Karty nieważne;Karty ważne;Głosy nieważne;w tym: z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list;w tym: z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;w tym: z powodu postawienia znaku „x” wyłącznie obok nazwiska kandydata z listy, której rejestracja została unieważniona;Głosy ważne;1 - Komitet Wyborczy Prawo i Sprawiedliwość;2 - Komitet Wyborczy Platforma Obywatelska RP;3 - Komitet Wyborczy Partia Razem;4 - Komitet Wyborczy KORWiN;5 - Komitet Wyborczy Polskie Stronnictwo Ludowe;6 - Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni;7 - Komitet Wyborczy Wyborców „Kukiz'15”;8 - Komitet Wyborczy Nowoczesna Ryszarda Petru;9 - Komitet Wyborczy Wyborców JOW Bezpartyjni;10 - Komitet Wyborczy Wyborców Zbigniewa Stonogi;11 - Komitet Wyborczy Wyborców  Ruch Społeczny Rzeczypospolitej Polskiej;12 - Komitet Wyborczy Wyborców Zjednoczeni dla Śląska;13 - Komitet Wyborczy Samoobrona;14 - Komitet Wyborczy Wyborców Grzegorza Brauna „Szczęść Boże!”;15 - Komitet Wyborczy Kongres Nowej Prawicy;16 - Komitet Wyborczy Wyborców Mniejszość Niemiecka;16 - Komitet Wyborczy Wyborców Obywatele do Parlamentu;;;;;
35;2805;ełcki;56;68.561;52.970;25.993;26.976;22;222;10;10;-;-;-;-;10;26.984;10;-;26.984;767;529;187;-;26.217;9.446;6.366;827;2.019;1.338;2.298;2.504;1.259;;160;;;;;;;;;;;;
35;2806;giżycki;50;45.987;35.478;16.492;18.986;10;203;11;7;-;-;-;-;7;18.987;7;-;18.987;628;478;129;-;18.359;4.871;5.612;712;1.033;1.677;1.559;1.695;1.067;;133;;;;;;;;;;;;
34;2807;iławski;70;73.188;56.809;26.409;30.400;15;214;22;17;-;-;-;-;17;30.416;17;-;30.416;1.132;847;265;-;29.284;9.628;7.610;1.064;1.647;2.943;2.119;2.416;1.417;260;180;;;;;;;;;;;;
35;2808;kętrzyński;60;52.516;40.783;21.604;19.178;15;135;17;15;4;-;-;-;11;19.188;11;-;19.188;661;507;139;-;18.527;5.518;5.081;694;768;1.452;1.973;1.972;928;;141;;;;;;;;;;;;
34;2809;lidzbarski;34;33.902;25.910;12.357;13.553;8;80;1;1;-;-;-;-;1;13.554;1;-;13.554;494;409;84;-;13.060;3.856;4.962;425;512;509;896;1.262;486;83;69;;;;;;;;;;;;
35;2810;mrągowski;41;40.315;31.075;14.504;16.572;16;168;8;8;-;-;-;-;8;16.576;8;3;16.573;584;413;149;-;15.989;4.741;4.330;589;828;1.749;1.248;1.472;926;;106;;;;;;;;;;;;
35;2811;nidzicki;31;26.614;20.430;10.236;10.194;14;72;2;2;-;-;-;-;2;10.195;2;-;10.195;460;347;88;-;9.735;3.681;2.099;312;381;1.450;696;702;365;;49;;;;;;;;;;;;
34;2812;nowomiejski;32;34.478;26.226;11.295;14.931;13;60;9;9;-;-;-;-;9;14.938;9;-;14.938;685;524;140;-;14.253;5.153;3.074;423;972;2.318;700;962;506;86;59;;;;;;;;;;;;
35;2813;olecki;39;27.099;20.933;11.009;9.924;10;95;8;7;1;-;-;-;6;9.928;6;-;9.928;266;170;88;-;9.662;3.275;2.117;366;436;697;1.269;1.003;420;;79;;;;;;;;;;;;
35;2814;olsztyński;130;97.792;75.006;33.759;41.247;12;351;34;28;4;-;1;-;29;41.271;29;3;41.268;1.448;1.009;366;-;39.820;10.755;11.046;1.520;1.850;3.931;3.066;3.739;3.530;;383;;;;;;;;;;;;
34;2815;ostródzki;85;83.895;64.028;31.383;32.645;19;307;13;11;1;-;-;-;10;32.652;10;-;32.652;1.185;857;298;-;31.467;9.059;9.578;1.228;1.337;1.856;2.810;2.803;2.334;222;240;;;;;;;;;;;;
35;2816;piski;44;45.610;35.041;17.275;17.766;7;217;10;8;1;-;-;-;7;17.771;7;-;17.771;811;617;180;-;16.960;6.399;3.061;533;768;2.778;1.144;1.478;691;;108;;;;;;;;;;;;
35;2817;szczycieński;73;56.427;43.123;20.539;22.581;12;282;8;8;-;-;-;-;8;22.588;8;1;22.587;971;692;226;-;21.616;7.505;4.801;751;908;2.698;1.599;2.040;1.176;;138;;;;;;;;;;;;
35;2818;gołdapski;23;21.843;17.009;9.102;7.907;6;170;7;7;-;-;-;-;7;7.914;7;-;7.914;242;183;56;-;7.672;2.120;1.920;203;260;1.666;605;592;260;;46;;;;;;;;;;;;
35;2819;węgorzewski;25;19.120;15.151;8.214;6.937;-;85;1;1;-;-;-;-;1;6.938;1;-;6.938;198;135;63;-;6.740;1.868;2.128;262;304;532;659;587;354;;46;;;;;;;;;;;;
34;2861;Elbląg;62;95.478;73.462;27.302;46.159;17;245;33;31;1;-;-;-;30;46.169;30;23;46.146;1.053;718;322;-;45.093;14.129;14.698;1.962;2.259;930;3.323;3.495;3.759;257;281;;;;;;;;;;;;
35;2862;Olsztyn;101;134.255;103.346;27.349;75.994;40;924;73;69;-;-;-;-;69;76.045;69;1;76.044;1.175;658;479;-;74.869;20.791;23.494;3.179;4.029;2.490;7.196;6.104;7.165;;421;;;;;;;;;;;;
38;3001;chodzieski;35;37.414;28.595;11.110;17.485;13;86;1;1;-;-;-;-;1;17.481;1;-;17.481;668;494;160;-;16.813;3.922;5.227;740;622;1.628;1.732;1.395;1.429;;118;;;;;;;;;;;;
38;3002;czarnkowsko-trzcianecki;69;68.703;52.441;22.442;29.999;17;143;12;11;-;-;-;-;11;30.005;11;-;30.005;1.275;885;281;-;28.730;8.554;9.434;1.163;1.154;1.564;2.244;2.524;1.886;;207;;;;;;;;;;;;
37;3003;gnieźnieński;91;114.074;87.103;31.096;56.006;25;262;64;62;2;-;-;-;60;56.047;60;3;56.044;2.037;1.455;488;-;54.007;16.859;12.892;1.718;2.188;2.382;9.634;4.484;3.850;;;;;;;;;;;;;;
36;3004;gostyński;56;60.627;46.213;20.291;25.922;13;80;27;27;-;-;-;-;27;25.937;27;1;25.936;1.230;900;283;-;24.706;8.601;5.517;778;1.184;2.201;2.165;2.427;1.487;145;150;;;51;;;;;;;;;
38;3005;grodziski;30;39.758;30.177;12.604;17.573;5;65;1;1;-;-;-;-;1;17.570;1;-;17.570;827;565;261;-;16.743;5.300;5.351;697;715;1.201;1.179;1.248;912;;140;;;;;;;;;;;;
36;3006;jarociński;41;56.678;43.108;17.066;26.042;7;90;14;13;-;-;-;-;13;26.052;13;-;26.052;1.032;721;300;-;25.020;9.677;5.550;868;880;2.143;1.915;2.175;1.475;158;146;;;33;;;;;;;;;
36;3007;kaliski;64;66.184;50.380;21.456;28.924;17;113;4;4;-;-;-;-;4;28.927;4;-;28.927;998;697;296;-;27.929;11.048;3.900;689;1.020;3.950;3.201;2.591;1.197;149;141;;;43;;;;;;;;;
36;3008;kępiński;43;44.741;34.131;11.546;22.585;15;100;9;6;-;-;1;-;5;22.584;5;1;22.583;843;699;135;-;21.740;5.797;5.509;394;644;6.277;892;1.138;932;59;74;;;24;;;;;;;;;
37;3009;kolski;62;71.260;54.123;23.320;30.803;15;134;11;11;-;-;-;1;10;30.811;10;-;30.811;1.232;826;335;-;29.579;13.831;4.530;1.082;1.164;2.459;2.554;2.524;1.435;;;;;;;;;;;;;;
37;3010;koniński;95;102.361;77.374;33.946;43.427;46;205;10;6;-;-;-;-;6;43.424;6;1;43.423;2.012;1.458;510;-;41.411;19.622;5.928;1.663;1.497;3.142;3.767;3.707;2.085;;;;;;;;;;;;;;
36;3011;kościański;56;62.858;47.814;18.029;29.785;15;143;8;8;-;-;-;-;8;29.791;8;-;29.791;1.310;928;325;-;28.481;8.031;7.983;901;1.151;2.459;2.516;1.907;3.209;132;159;;;33;;;;;;;;;
36;3012;krotoszyński;49;61.166;46.591;18.663;27.928;18;113;11;11;-;-;-;-;11;27.932;11;-;27.932;1.097;823;271;-;26.835;8.177;5.775;874;1.199;5.165;1.846;2.079;1.419;122;142;;;37;;;;;;;;;
36;3013;leszczyński;38;42.515;32.266;13.233;19.033;7;87;7;7;-;-;-;-;7;19.036;7;-;19.036;955;585;319;-;18.081;5.467;4.277;587;849;2.190;1.499;1.621;1.333;126;100;;;32;;;;;;;;;
38;3014;międzychodzki;22;29.188;22.157;9.392;12.765;3;71;5;5;-;-;-;-;5;12.770;5;-;12.770;592;436;126;-;12.178;2.783;3.819;506;380;969;2.119;799;674;;129;;;;;;;;;;;;
38;3015;nowotomyski;49;57.949;44.123;16.142;27.981;12;104;15;15;-;-;-;-;15;27.990;15;-;27.990;1.029;799;215;-;26.961;6.637;10.281;1.038;1.011;2.013;1.589;1.992;2.098;;302;;;;;;;;;;;;
38;3016;obornicki;43;45.557;34.644;13.430;21.213;11;117;9;9;1;-;-;-;8;21.219;8;-;21.219;723;586;124;-;20.496;5.454;6.152;840;833;1.424;2.056;1.861;1.691;;185;;;;;;;;;;;;
36;3017;ostrowski;109;129.204;98.496;34.996;63.500;25;225;37;35;-;-;-;-;35;63.527;35;-;63.527;2.144;1.574;560;-;61.383;21.064;16.017;2.053;2.633;5.733;4.028;5.115;3.995;316;371;;;58;;;;;;;;;
36;3018;ostrzeszowski;56;43.834;33.369;13.779;19.590;11;106;3;3;-;-;-;-;3;19.591;3;-;19.591;740;491;216;-;18.851;5.895;3.782;625;830;3.375;1.511;1.541;1.046;66;155;;;25;;;;;;;;;
38;3019;pilski;90;107.301;81.725;29.084;52.640;32;278;24;23;-;-;-;-;23;52.657;23;-;52.657;1.699;1.165;440;-;50.958;15.085;14.014;2.046;2.181;2.571;4.830;5.944;3.815;;472;;;;;;;;;;;;
36;3020;pleszewski;55;49.897;38.111;15.827;22.284;10;88;12;12;2;-;-;-;10;22.293;10;1;22.292;889;612;274;-;21.403;7.038;5.127;594;782;2.718;1.763;1.676;1.428;151;101;;;25;;;;;;;;;
39;3021;poznański;220;274.637;209.327;49.840;159.487;64;1.156;112;106;-;-;-;-;106;159.528;106;7;159.521;3.827;2.730;966;-;155.694;36.809;55.118;6.630;7.057;5.017;10.497;10.747;22.666;1.153;;;;;;;;;;;;;
36;3022;rawicki;45;48.014;36.899;16.280;20.619;8;85;3;3;-;-;-;-;3;20.621;3;-;20.621;932;691;239;-;19.689;5.584;5.536;648;975;2.027;1.798;1.482;1.278;146;119;;;96;;;;;;;;;
37;3023;słupecki;42;47.987;36.567;15.350;21.217;8;83;4;4;-;-;-;-;4;21.219;4;-;21.219;820;592;197;-;20.399;7.302;3.689;805;724;2.466;2.250;1.742;1.421;;;;;;;;;;;;;;
38;3024;szamotulski;54;71.617;54.692;20.683;34.009;36;206;17;17;2;-;-;-;15;34.014;15;2;34.012;1.428;1.009;336;-;32.584;8.578;11.055;1.353;1.192;1.836;3.310;2.723;2.272;;265;;;;;;;;;;;;
37;3025;średzki;39;44.876;34.045;12.491;21.554;3;101;8;8;-;-;-;-;8;21.557;8;2;21.555;794;530;255;-;20.761;6.057;4.960;906;1.059;1.417;1.960;2.036;2.366;;;;;;;;;;;;;;
37;3026;śremski;40;47.472;36.090;13.710;22.380;9;72;19;19;-;2;-;-;17;22.385;17;1;22.384;850;667;181;-;21.534;6.500;5.848;960;912;1.294;1.927;2.008;2.085;;;;;;;;;;;;;;
37;3027;turecki;62;67.517;51.399;20.123;31.274;29;142;18;17;-;-;-;-;17;31.286;17;1;31.285;1.132;801;298;-;30.153;13.665;4.400;1.208;1.141;3.451;2.493;2.474;1.321;;;;;;;;;;;;;;
38;3028;wągrowiecki;45;54.304;40.997;17.578;23.419;16;119;6;5;-;-;-;-;5;23.422;5;-;23.422;917;642;248;-;22.505;5.881;6.216;844;861;2.360;2.244;2.329;1.438;;332;;;;;;;;;;;;
38;3029;wolsztyński;40;44.313;33.680;12.464;21.216;16;131;5;5;-;-;-;-;5;21.216;5;-;21.216;943;690;251;-;20.273;5.221;5.915;640;1.089;2.491;1.745;1.643;1.365;;164;;;;;;;;;;;;
37;3030;wrzesiński;50;60.051;45.545;17.439;28.105;9;94;7;7;1;2;-;-;4;28.110;4;-;28.110;941;664;266;-;27.169;8.550;6.501;1.027;1.161;1.804;3.081;2.829;2.216;;;;;;;;;;;;;;
38;3031;złotowski;48;54.654;41.845;18.820;23.025;14;133;7;7;1;-;-;-;6;23.029;6;-;23.029;997;691;229;-;22.032;6.250;6.381;724;966;2.655;1.675;1.901;1.279;;201;;;;;;;;;;;;
36;3061;Kalisz;55;81.081;62.934;19.165;43.769;17;239;15;15;1;2;-;-;12;43.770;11;-;43.770;778;487;272;-;42.992;13.049;12.244;1.636;1.845;1.067;5.475;3.534;3.679;265;169;;;29;;;;;;;;;
37;3062;Konin;47;61.626;47.364;14.307;33.053;5;170;20;18;4;-;1;-;13;33.057;13;-;33.057;686;471;191;-;32.371;11.395;7.363;1.663;1.215;612;4.983;2.682;2.458;;;;;;;;;;;;;;
36;3063;Leszno;34;50.345;38.574;11.818;26.756;14;155;20;20;1;-;-;-;19;26.767;19;-;26.767;693;373;240;-;26.074;6.240;8.451;850;1.430;569;3.438;1.710;3.079;138;155;;;14;;;;;;;;;
39;3064;Poznań;256;418.109;323.062;65.426;257.591;107;5.224;352;318;12;-;-;4;302;257.732;302;43;257.689;3.497;2.193;1.179;-;254.192;61.166;91.023;12.224;12.491;2.792;22.583;14.078;36.721;1.114;;;;;;;;;;;;;
40;3201;białogardzki;36;38.184;29.454;14.490;14.964;7;74;8;8;-;-;-;-;8;14.967;8;-;14.967;659;477;167;-;14.308;4.592;4.019;574;499;647;1.546;1.182;1.249;;;;;;;;;;;;;;
40;3202;choszczeński;40;39.689;30.364;16.386;13.978;4;112;10;10;2;-;-;-;8;13.980;8;-;13.980;584;444;110;-;13.396;3.883;4.077;517;592;1.123;1.306;1.229;669;;;;;;;;;;;;;;
40;3203;drawski;55;46.785;36.156;17.976;18.180;21;103;28;15;-;-;-;-;15;18.194;15;-;18.194;720;555;154;-;17.474;4.931;5.077;694;660;995;2.158;1.724;1.235;;;;;;;;;;;;;;
41;3204;goleniowski;56;65.522;50.044;22.626;27.418;13;189;21;21;2;-;-;-;19;27.426;19;-;27.426;978;723;255;-;26.448;7.141;7.998;988;1.225;1.788;2.735;2.659;1.914;;;;;;;;;;;;;;
41;3205;gryficki;46;49.034;37.373;17.802;19.571;15;217;26;26;-;-;-;-;26;19.594;26;-;19.594;842;592;188;-;18.752;5.378;6.304;631;768;1.883;1.350;1.466;972;;;;;;;;;;;;;;
41;3206;gryfiński;59;65.874;50.151;24.266;25.885;18;147;15;14;1;-;-;-;13;25.896;13;4;25.892;1.095;799;264;-;24.797;8.493;7.404;861;1.367;1.032;1.908;2.296;1.436;;;;;;;;;;;;;;
41;3207;kamieński;45;39.067;29.436;13.317;16.119;7;468;11;11;-;-;-;-;11;16.125;11;-;16.125;539;389;147;-;15.586;4.183;5.498;567;621;834;1.330;1.276;1.277;;;;;;;;;;;;;;
40;3208;kołobrzeski;53;64.704;49.239;17.812;31.423;13;2.228;38;36;8;-;-;-;28;31.440;28;25;31.415;1.008;799;200;-;30.407;8.982;9.372;899;974;958;3.529;2.790;2.903;;;;;;;;;;;;;;
40;3209;koszaliński;61;52.215;39.726;17.932;21.795;4;297;11;11;-;-;-;-;11;21.804;11;-;21.804;985;739;229;-;20.819;5.597;6.033;908;1.050;1.248;2.108;2.163;1.712;;;;;;;;;;;;;;
41;3210;myśliborski;51;52.974;40.381;19.949;20.432;23;122;7;7;1;-;-;-;6;20.437;6;1;20.436;831;583;236;-;19.605;6.327;5.641;671;991;1.328;1.704;1.781;1.162;;;;;;;;;;;;;;
41;3211;policki;43;56.608;43.291;13.099;30.190;8;217;45;41;1;-;-;-;40;30.230;40;1;30.229;701;505;176;-;29.528;7.636;10.216;1.377;1.744;457;2.135;2.452;3.511;;;;;;;;;;;;;;
41;3212;pyrzycki;27;31.945;24.240;11.599;12.641;16;57;5;4;1;-;-;-;3;12.640;3;1;12.639;566;455;106;-;12.073;4.197;2.580;419;716;1.610;843;1.064;644;;;;;;;;;;;;;;
40;3213;sławieński;45;45.723;34.849;16.106;18.743;12;503;10;9;-;-;-;-;9;18.749;9;1;18.748;765;603;146;-;17.983;5.387;5.313;687;1.105;1.094;1.587;1.650;1.160;;;;;;;;;;;;;;
41;3214;stargardzki;73;94.871;72.272;29.885;42.387;36;267;18;16;-;-;-;-;16;42.392;16;1;42.391;1.581;1.151;427;-;40.810;12.043;12.847;1.485;2.300;1.817;3.730;3.827;2.761;;;;;;;;;;;;;;
40;3215;szczecinecki;51;61.965;47.422;21.335;26.087;23;192;14;14;-;-;-;-;14;26.097;14;-;26.097;1.002;748;217;-;25.095;8.416;7.097;911;1.232;735;2.445;2.043;2.216;;;;;;;;;;;;;;
40;3216;świdwiński;37;38.790;29.483;14.558;14.925;6;234;7;7;-;-;-;-;7;14.930;7;-;14.930;604;456;141;-;14.326;4.227;3.459;593;576;725;2.459;1.464;823;;;;;;;;;;;;;;
40;3217;wałecki;37;42.362;32.643;14.726;17.917;16;132;8;8;1;-;-;-;7;17.916;7;1;17.915;650;510;128;-;17.265;4.694;5.887;642;657;648;2.226;1.472;1.039;;;;;;;;;;;;;;
41;3218;łobeski;29;29.783;22.639;12.207;10.432;6;66;5;5;-;-;-;-;5;10.436;5;-;10.436;477;374;99;-;9.959;2.861;2.991;401;403;1.060;770;768;705;;;;;;;;;;;;;;
40;3261;Koszalin;54;84.986;65.651;18.831;46.818;30;383;38;36;4;-;-;-;32;46.836;32;2;46.834;890;638;246;-;45.944;11.323;14.928;2.041;2.327;799;5.333;4.711;4.482;;;;;;;;;;;;;;
41;3262;Szczecin;201;307.750;233.531;64.711;168.794;78;1.796;154;143;4;-;-;-;139;168.828;139;19;168.809;2.463;1.439;934;-;166.346;47.923;54.911;7.665;9.422;2.647;13.797;12.866;17.115;;;;;;;;;;;;;;
41;3263;Świnoujście;27;33.422;25.465;8.564;16.901;9;658;14;14;-;-;-;-;14;16.908;14;-;16.908;313;190;115;-;16.595;4.515;5.089;613;734;320;2.282;1.575;1.467;;;;;;;;;;;;;;
